publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2024-12-22,"Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",09:30,2024-12-22,minor,driver,0,0,0,0,0,1,OTH,"['31', '40', '29', '27', '40']","Salini Street, Naxxar",Salini Street,Naxxar,6,0,True,False,13.0,10.4,15.0,0.1,False,other
2025-07-23,"A 74-year-old woman who lives in Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San Ġwann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",09:30,2025-07-23,grievous,pedestrian,0,1,0,0,0,0,PED,"['74', '76']","Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira","Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema",Gżira,2,1,False,False,28.8,25.0,34.4,0.0,False,running over pedestrian
2025-07-24,"Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.",04:30,2025-07-24,serious,motorcyclist,0,0,1,0,1,0,ROLL,"['40', '33']","Triq San Anard, Tarxien",Triq San Anard,Tarxien,3,0,False,False,30.9,24.0,37.5,0.0,False,overturned
2025-05-06,"On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-Imġarr, Mġarr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from Għarb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.",15:30,2025-05-06,serious,motorcyclist,1,0,0,0,0,0,COLL,"['54', '63']","Triq L-Imġarr, Mġarr",Triq L-Imġarr,Mġarr,1,0,False,False,21.4,18.2,26.1,0.0,False,collision
2025-02-16,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq il-Kilpa, Siġġiewi.Preliminary investigations showed that a 50-year-old man from Mosta lost control of his bike and crashed into a Toyota Vitz that was being driven by a 55-year-old man from Siggiewi.The cyclist was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",11:00,2025-02-16,grievous,driver,0,0,1,1,0,0,FXOBJ,"['50', '55']","Triq il-Kilpa, Siġġiewi",Triq il-Kilpa,Siġġiewi,6,0,True,False,13.6,10.5,16.7,2.3,False,crushed into an obstacle
2025-02-04,"Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, Żejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.",11:30,2025-02-04,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['58', '66', '56']","Triq Alfredo Cachia Zammit, Żejtun",Triq Alfredo Cachia Zammit,Żejtun,1,0,True,False,12.1,8.7,16.9,4.3,False,collision
2025-07-10,"A 78-year-old man who lives in Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siġġiewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",06:30,2025-07-10,grievous,pedestrian,0,1,0,0,0,0,PED,"['78', '24']","Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi","Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit",Siġġiewi,3,0,False,False,26.8,23.5,31.7,0.0,False,running over pedestrian
2025-09-05,"Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.",18:15,2025-09-04,minor,motorcyclist,1,0,0,0,0,0,COLL,"['24', '35']","Triq Ix-Xatt, Gzira",Triq Ix-Xatt,Gzira,3,1,False,False,25.0,21.4,29.0,0.0,False,collision
2025-04-14,"Yesterday, at about 1745hrs, the Police were informed of a traffic accident in Birżebbuġa Road, Birżebbuġa.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from Żabbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",17:45,2025-04-13,grievous,driver,1,0,0,0,0,0,COLL,"['41', '36']","Birżebbuġa Road, Birżebbuġa",Birżebbuġa Road,Birżebbuġa,6,0,False,False,17.2,15.0,21.0,0.0,False,collision
2025-07-24,"A 65-year-old man, a resident of Mellieħa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.",10:15,2025-07-24,grievous,motorcyclist,0,0,1,1,0,0,FXOBJ,['65'],"Salina Road, Naxxar",Salina Road,Naxxar,3,0,False,False,30.9,24.0,37.5,0.0,False,crushed into an obstacle
2025-05-12,"A 62-year-old man and residing in Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road, Ħamrun.Preliminary investigations showed that a collision occurred between a Renault Captur driven by a 54-year-old woman residing in Birzebbuġa and a Lemoto AURA motorcycle driven by the victim.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",09:45,2025-05-12,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['62', '54']","Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road, Ħamrun","Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road",Ħamrun,0,1,False,False,21.1,17.9,25.4,0.0,False,collision
2025-01-15,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0745hrs, in Triq Anton Cassar, Marsa. Preliminary investigations showed that a collision occurred between a Suzuki motorcycle driven by a 21-year-old man residing in Fgura and a Toyota Vitz driven by a 21-year-old woman residing in Qormi.The second incident happened at around 0800hrs, in Triq Tal-Barrani, Żejtun. Preliminary investigations showed that a 30-year-old Italian man, who lives in Għaxaq, was riding a Yamaha motorcycle, lost control and fell.A medical team assisted in both accidents and the two motorcyclists were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",07:45,2025-01-15,grievous,motorcyclist,1,0,1,0,0,0,COLL,"['21', '21', '30']","Triq Anton Cassar, Marsa",Triq Anton Cassar,Marsa,2,1,True,True,12.5,10.0,14.5,16.5,False,collision
2025-06-12,"Today at around 1000hrs, the Police were informed of a traffic accident in Triq Villabate, Marsascala.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 38-year-old man from Ivory Coast and a resident of Marsa, a Nissan March that was being driven by a 43-year-old Italian and a 67-year-old cyclist from Żejtun. In the Nissan there was also a 38-year-old Italian who was taken to Mater Dei by an ambulance.The cyclist was assisted by a medical team on site but was unfortunately certified dead. The condition of the Italian is not yet known.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",10:00,2025-06-12,death,driver,1,0,0,0,0,0,COLL,"['38', '43', '67', '38']","Triq Villabate, Marsascala",Triq Villabate,Marsascala,3,1,False,False,26.9,21.6,32.3,0.0,False,collision
2025-09-20,"A 30-year-old Englishman is being detained after he allegedly stole a motorcycle in Gozo and shortly afterwards was involved in a collision with the same motorcycle.At around 1330 hrs, the Police were informed of a traffic accident in Triq L-Għarb, Għarb. Police went immediately on site where they found that an accident had occurred between two motorcycles, a Honda and a Kymco, and the Honda driver, a 34-year-old man from Xagħra, needed medical assistance.At this point, persons who were on site informed the police that the Kymco driver, probably a British national, fled the scene. A search immediately began, and shortly afterwards he was found in the vicinity of the accident and was arrested. During the arrest he was aggressive towards the police, who were not injured.During investigations, the Police found that the Kymco motorcycle had just been stolen from Sannat, allegedly from the same British man who was involved in the traffic accident and then fled the scene.The two men were taken to the Gozo General Hospital because of the injuries they sustained in the accident, where the 34-year-old man was later certified to have sustained grievous injuries, while the condition of the arrested person is still pending.Police investigations into this case are ongoing.",13:30,2025-09-20,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['30', '34', '34']",Gozo and shortly afterwards was involved in a collision with the same motorcycle,Gozo and shortly afterwards was involved in a collision with the same motorcycle,,5,0,False,False,25.6,23.6,29.0,0.0,False,collision
2024-12-11,"A 60-year-old woman residing in Swieqi, at around 1115hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E. Bradford corner with Triq il-Kappella tax-Xagħra, Naxxar.Preliminary investigations showed that the woman was hit by a Volkswagen Polo driven by a 48-year-old woman who lives in Mosta.The victim was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",11:15,2024-12-11,grievous,pedestrian,0,1,0,0,0,0,PED,"['60', '48']","Swieqi, at around 1115hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E","Swieqi, at around 1115hrs",was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E,2,0,False,False,14.1,8.9,19.6,0.0,False,running over pedestrian
2025-01-07,"Update:Unfortunately, the 24-year-old woman recently lost her life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Yesterday, at around 2000hrs, two women, aged 34 and 24 from Nepal, were taken to Mater Dei Hospital after being injured in a traffic accident in Triq Hompesh, Fgura.It resulted from initial investigations that the two women were hit by a Toyota Hilux that was being driven by a 20-year-old woman from Birżebbuġa.The victims were assisted by a medical team and taken to hospital by an ambulance where the 24-year-old woman was later certified to have sustained grievous injuries while the other woman was certified to have sustained grievous injuries.Magistrate Ian Farrugia LL.D was informed about the case who opened an inquiry while Police investigations are still ongoing.",20:00,2025-01-06,grievous,pedestrian,0,1,0,0,0,0,PED,"['24', '20', '24']",Mater Dei Hospital,Mater Dei Hospital,,0,0,False,False,15.9,12.4,18.1,0.0,False,running over pedestrian
2025-07-27,"Today, at around 1530hrs, the Police were informed of a traffic accident in Hompesch Street, Fgura.Preliminary investigations showed that a collision occurred between a Toyota Corolla driven by a 23-year-old woman from Zabbar and an Audi Q3 driven by a 77-year-old man from Marsascala.In the Toyota there was also a 71-year-old woman residing in Zabbar while in the Audi there were also two women aged 76 and 42 years, both residing in Marsascala, and two boys aged 14 and 11 years.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took all the persons to Mater Dei Hospital for treatment.Unfortunately, the 71-year-old woman was certified dead a short while later while the 23-year-old woman is in serious condition, the 77-year-old man and the 76-year-old woman were certified to have sustained grievous injuries.The condition of the other persons is still pending.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",15:30,2025-07-27,serious,driver,1,0,0,0,0,0,COLL,"['23', '77', '71', '71', '23', '77', '76']","Hompesch Street, Fgura",Hompesch Street,Fgura,6,0,False,False,26.6,23.9,30.3,0.0,False,collision
2025-05-26,A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iċ-Ċern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.,13:15,2025-05-26,serious,pedestrian,0,1,0,0,0,0,PED,"['5', '22']",,,,0,0,False,False,20.5,16.0,25.2,0.0,False,running over pedestrian
2025-10-02,"This morning, at around 0530 hrs, the Police were informed of a traffic accident in Triq L-Imġarr, Qala, Gozo.The Police went immediately on site and from preliminary investigations it resulted that a collision had occurred between a Kia Picanto that was being driven by a 53-year-old woman from Qala and a Honda NSC motorcycle that was being driven by a 47-year-old man, a resident of Nadur.A medical team was called on site and an ambulance took the motorcyclist to Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",05:30,2025-10-02,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['53', '47']","Triq L-Imġarr, Qala, Gozo","Triq L-Imġarr, Qala",Gozo,3,0,False,False,22.4,20.0,25.5,0.0,False,collision
2025-02-25,"Three people were taken to Mater Dei Hospital after being injured in two separate traffic accidents yesterday.The first accident occurred at around 1415hrs, in Triq il-Marfa, Mellieħa. Preliminary investigations showed that a 50-year-old woman residing in Rabat, Gozo, lost control of the Toyota Ractis she was driving and crashed into an electricity pole. The woman was accompanied by a 29-year-old man who lives in Rabat, Gozo.The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",14:15,2025-02-24,minor,pedestrian,0,1,1,1,0,0,PED,"['50', '29', '23']","Triq il-Marfa, Mellieħa",Triq il-Marfa,Mellieħa,0,0,False,False,12.6,8.6,18.3,0.0,True,running over pedestrian
2025-04-26,"A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",22:00,2025-04-26,grievous,motorcyclist,0,0,1,0,0,0,LOC,['26'],"Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola","Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin",Paola,5,0,False,False,17.2,14.0,22.1,0.0,False,lost control of the vehicle
2024-12-14,"A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",17:30,2024-12-13,serious,pedestrian,0,1,0,0,0,0,PED,"['17', '52']","Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha","Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa",Mellieha,6,0,,False,18.8,16.9,21.0,,False,running over pedestrian
2025-09-28,"A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.",10:00,2025-09-28,grievous,pedestrian,0,1,0,0,0,0,PED,"['36', '59']","Triq Għar Dalam, Birzebbugia",Triq Għar Dalam,Birzebbugia,6,0,True,True,23.7,20.0,27.0,0.2,False,running over pedestrian
2025-08-22,"Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.",05:30,2025-08-22,serious,motorcyclist,1,0,0,0,0,0,COLL,"['57', '25']","Triq Sir Anthony Mamo, Birkirkara",Triq Sir Anthony Mamo,Birkirkara,4,0,False,False,28.2,24.6,34.1,0.0,False,collision
2025-04-06,"Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",08:30,2025-04-06,serious,motorcyclist,1,0,0,0,0,0,COLL,"['19', '31']","Triq Żagħfran, Ħ’Attard",Triq Żagħfran,Ħ’Attard,6,0,False,False,15.5,11.5,19.3,0.0,False,collision
2025-05-03,"Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.",17:00,2025-05-02,minor,driver,1,0,0,0,0,0,COLL,"['74', '73']","Triq ix-Xagħra, Xagħra, Gozo","Triq ix-Xagħra, Xagħra",Gozo,4,1,False,False,20.3,13.8,26.1,0.0,False,collision
2025-07-14,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.",11:00,2025-07-14,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['30', '35']","Triq Melqart, Marsaxlokk",Triq Melqart,Marsaxlokk,0,0,False,False,28.5,23.0,35.3,0.0,False,collision
2025-02-09,"Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",21:00,2025-02-08,grievous,driver,0,0,1,0,0,0,LOC,"['25', '36']","Triq ir-Rabat, Żebbuġ, Gozo","Triq ir-Rabat, Żebbuġ",Gozo,5,0,True,False,13.3,12.0,14.4,21.6,False,lost control of the vehicle
2024-12-11,"Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",17:00,2024-12-11,serious,motorcyclist,0,0,1,1,0,0,FXOBJ,"['54', '54']",Mater Dei Hospital,Mater Dei Hospital,,2,1,False,False,14.1,8.9,19.6,0.0,False,crushed into an obstacle
2025-02-09,"Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",01:30,2025-02-08,minor,pedestrian,1,1,0,0,0,0,PED,['25'],"Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien","Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500",driven by a 25-year-old woman residing in Tarxien,5,0,True,True,13.3,12.0,14.4,21.6,False,running over pedestrian
2025-04-13,"Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",08:00,2025-04-13,grievous,driver,0,0,1,1,0,0,FXOBJ,"['35', '28', '28']","Triq Marsaxlokk, Marsaxlokk",Triq Marsaxlokk,Marsaxlokk,6,0,False,False,17.2,15.0,21.0,0.0,False,crushed into an obstacle
2025-08-27,"Yesterday, at around 1830hrs, the police were informed of a traffic accident in Attard Road, Zebbug.Preliminary investigations showed that a collision occurred between a Peugeot 2008 driven by a 32-year-old residing in Balzan and a Benelli motorcycle driven by a 28-year-old residing in Siggiewi.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",18:30,2025-08-26,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['32', '28']","Attard Road, Zebbug",Attard Road,Zebbug,1,1,False,False,25.6,21.9,29.1,0.0,False,collision
2025-01-23,"Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.",18:00,2025-01-22,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['47', '51']","Triq Rodolfu, Sliema",Triq Rodolfu,Sliema,2,1,False,False,15.1,12.0,18.3,0.0,True,collision
2025-06-22,"On Thursday 19th June, at around one and a quarter in the afternoon (1315 hrs), the Police were informed of a traffic accident at Pinto Wharf, Floriana.Preliminary investigations by the Police found that a 57-year-old German woman was hit by a Toyota Ractis driven by a 52-year-old man from Żabbar.A medical team was called on site and an ambulance took the woman to Mater Dei Hospital. She was certified to have sustained serious injuries.Ms Antoine Agius Bonnici LL. Mr D. appointed an inquiry while Police investigations into the incident are ongoing.",13:15,2025-06-22,serious,pedestrian,0,1,0,0,0,0,PED,"['57', '52']","Pinto Wharf, Floriana",Pinto Wharf,Floriana,6,0,False,False,27.3,22.3,31.6,0.0,False,running over pedestrian
2025-02-05,"A 52-year-old man and residing in Ħaż-Żebbuġ, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",09:00,2025-02-05,grievous,motorcyclist,0,0,1,0,0,0,LOC,['52'],"Vjal L-Istadium Nazzjonali in Ta’ Qali, Attard",Vjal L-Istadium Nazzjonali in Ta’ Qali,Attard,2,1,False,True,12.1,8.7,16.1,0.0,False,lost control of the vehicle
2024-12-19,"Today, at around 1045hrs, the Police were informed of a traffic accident in Triq il-Ġermanja, Naxxar.The Police went immediately on site and preliminary investigations showed that a 78-year-old woman who resides in Naxxar, lost control of the Toyota Vitz she was driving and crashed into a parked truck.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to be seriously injured.Magistrate Dr Joe Mifsud LL.D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.The Police are carrying out investigations on the case.",10:45,2024-12-19,serious,driver,0,0,1,1,0,0,FXOBJ,['78'],"Triq il-Ġermanja, Naxxar",Triq il-Ġermanja,Naxxar,3,0,False,False,14.6,12.0,17.2,0.0,False,crushed into an obstacle
2025-03-16,"Today, at around 0800hrs, the Police were informed that their assistance was needed in Vjal il-Helsien, Zebbug.Preliminary investigations by the Police showed that a 68-year-old man and a 64-year-old woman, both residents of Żebbuġ, sustained injuries after they were hit by a Peugeot 306 that was being driven by a 59-year-old man from Żebbuġ.A medical team was called on site and an ambulance took both victims to Mater Dei Hospital for treatment. The woman was later certified that she suffered grievous injuries while the man suffered slight injuries.Police investigations are ongoing.",08:00,2025-03-16,minor,pedestrian,0,1,0,0,0,0,PED,"['68', '64', '59']","Vjal il-Helsien, Zebbug",Vjal il-Helsien,Zebbug,6,0,False,False,15.8,12.3,19.4,0.0,False,running over pedestrian
